ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Digital_Source
Salmit-106_different-1,/records/1922016,Salmit,106_different,manombat,manoᵐbat,m a n o ⁿb a t,,Berry1987[72],,,^ m a n o ᵐb a t $,default,https://database.outofpapua.com/records/1922016
Salmit-88_one-1,/records/1921998,Salmit,88_one,mares,mares,m a r e s,,Berry1987[70],,,^ m a r e s $,default,https://database.outofpapua.com/records/1921998
Salmit-158_hit-1,/records/1922066,Salmit,158_hit,mbal,ᵐbal,ⁿb a l,,Berry1987[77],,,^ ᵐb a l $,default,https://database.outofpapua.com/records/1922066
Salmit-122_rottenfruit-1,/records/1922031,Salmit,122_rottenfruit,mban,ᵐban,ⁿb a n,,Berry1987[73],,,^ ᵐb a n $,default,https://database.outofpapua.com/records/1922031
Salmit-112_goodperson-1,/records/1922021,Salmit,112_goodperson,mbot,ᵐbot,ⁿb o t,,Berry1987[73],,,^ ᵐb o t $,default,https://database.outofpapua.com/records/1922021
Salmit-135_trulywelltospeak-1,/records/1922044,Salmit,135_trulywelltospeak,mbot,ᵐbot,ⁿb o t,,Berry1987[75],,,^ ᵐb o t $,default,https://database.outofpapua.com/records/1922044
Salmit-120_not-1,/records/1922029,Salmit,120_not,medei,medei,m e d e i,,Berry1987[73],,,^ m e d e i $,default,https://database.outofpapua.com/records/1922029
Salmit-60_mountain-1,/records/1921971,Salmit,60_mountain,mela,mela,m e l a,,Berry1987[67],,,^ m e l a $,default,https://database.outofpapua.com/records/1921971
Salmit-102_white-1,/records/1922012,Salmit,102_white,melak,melak,m e l a k,,Berry1987[72],,,^ m e l a k $,default,https://database.outofpapua.com/records/1922012
Salmit-189_far-1,/records/1922097,Salmit,189_far,melis,melis,m e l i s,,Berry1987[79],,,^ m e l i s $,default,https://database.outofpapua.com/records/1922097
Salmit-116_longsnake-1,/records/1922025,Salmit,116_longsnake,melis,melis,m e l i s,,Berry1987[73],,,^ m e l i s $,default,https://database.outofpapua.com/records/1922025
Salmit-133_thinstick-1,/records/1922042,Salmit,133_thinstick,men,men,m e n,,Berry1987[74],,,^ m e n $,default,https://database.outofpapua.com/records/1922042
Salmit-101_yellow-1,/records/1922011,Salmit,101_yellow,meret,meret,m e r e t,,Berry1987[71],,,^ m e r e t $,default,https://database.outofpapua.com/records/1922011
Salmit-179_stink-1,/records/1922087,Salmit,179_stink,merunun,merunun,m e r u n u n,,Berry1987[78],,,^ m e r u n u n $,default,https://database.outofpapua.com/records/1922087
Salmit-155_flybird-1,/records/1922063,Salmit,155_flybird,mesen,mesen,m e s e n,,Berry1987[76],,,^ m e s e n $,default,https://database.outofpapua.com/records/1922063
Salmit-49_egg-1,/records/1921961,Salmit,49_egg,mesin,mesin,m e s i n,,Berry1987[66],,,^ m e s i n $,default,https://database.outofpapua.com/records/1921961
Salmit-109_evilperson-1,/records/1922018,Salmit,109_evilperson,meterer,meterer,m e t e r e r,,Berry1987[72],,,^ m e t e r e r $,default,https://database.outofpapua.com/records/1922018
Salmit-126_smalldog-1,/records/1922035,Salmit,126_smalldog,mewet,mewet,m e w e t,,Berry1987[74],,,^ m e w e t $,default,https://database.outofpapua.com/records/1922035
Salmit-115_largedog-1,/records/1922024,Salmit,115_largedog,mfele,mfele,m f e l e,,Berry1987[73],,,^ m f e l e $,default,https://database.outofpapua.com/records/1922024
Salmit-42_tail-1,/records/1921954,Salmit,42_tail,mgales,mɡales,m g a l e s,,Berry1987[66],,,^ m ɡ a l e s $,default,https://database.outofpapua.com/records/1921954
Salmit-52_fruit-1,/records/1921964,Salmit,52_fruit,mgan,mɡan,m g a n,,Berry1987[67],,,^ m ɡ a n $,default,https://database.outofpapua.com/records/1921964
Salmit-125_shortsnake-1,/records/1922034,Salmit,125_shortsnake,mgeteben,mɡeteben,m g e t e b e n,,Berry1987[74],,,^ m ɡ e t e b e n $,default,https://database.outofpapua.com/records/1922034
Salmit-100_red-1,/records/1922010,Salmit,100_red,mhen,mhen,m h e n,,Berry1987[71],,,^ mh e n $,default,https://database.outofpapua.com/records/1922010
Salmit-121_oldhouse-1,/records/1922030,Salmit,121_oldhouse,mhomat,mhomat,m h o m a t,,Berry1987[73],,,^ mh o m a t $,default,https://database.outofpapua.com/records/1922030
Salmit-111_fullbucket-1,/records/1922020,Salmit,111_fullbucket,mhon,mhon,m h o n,,Berry1987[73],,,^ mh o n $,default,https://database.outofpapua.com/records/1922020
Salmit-10_finger-1,/records/1921922,Salmit,10_finger,min,min,m i n,,Berry1987[63],,,^ m i n $,default,https://database.outofpapua.com/records/1921922
Salmit-113_heavystone-1,/records/1922022,Salmit,113_heavystone,mitian,mitian,m i t i a n,,Berry1987[73],,,^ m i t i a n $,default,https://database.outofpapua.com/records/1922022
Salmit-118_narrowpath-1,/records/1922027,Salmit,118_narrowpath,mofodik,mofodik,m o f o d i k,,Berry1987[73],,,^ m o f o d i k $,default,https://database.outofpapua.com/records/1922027
Salmit-119_newhouse-1,/records/1922028,Salmit,119_newhouse,moivi,moivi,m o i v i,,Berry1987[73],,,^ m o i v i $,default,https://database.outofpapua.com/records/1922028
Salmit-59_moon-1,/records/1921970,Salmit,59_moon,mok,mok,m o k,,Berry1987[67],,,^ m o k $,default,https://database.outofpapua.com/records/1921970
Salmit-127_smoothstone-1,/records/1922036,Salmit,127_smoothstone,mokoli,mokoli,m o k o l i,,Berry1987[74],,,^ m o k o l i $,default,https://database.outofpapua.com/records/1922036
Salmit-80_tree-1,/records/1921991,Salmit,80_tree,mol,mol,m o l,,Berry1987[69],,,^ m o l $,default,https://database.outofpapua.com/records/1921991
Salmit-128_soreleg-1,/records/1922037,Salmit,128_soreleg,motot,motot,m o t o t,,Berry1987[74],,,^ m o t o t $,default,https://database.outofpapua.com/records/1922037
Salmit-137_widepath-1,/records/1922046,Salmit,137_widepath,mpele,mpele,m p e l e,,Berry1987[75],,,^ m p e l e $,default,https://database.outofpapua.com/records/1922046
Salmit-123_same-1,/records/1922032,Salmit,123_same,msidier,msidier,m s i d i e r,,Berry1987[74],,,^ ms i d i e r $,default,https://database.outofpapua.com/records/1922032
Salmit-93_six-1,/records/1922003,Salmit,93_six,mtamere,mtamere,m t a m e r e,,Berry1987[71],,,^ m t a m e r e $,default,https://database.outofpapua.com/records/1922003
Salmit-96_nine-1,/records/1922006,Salmit,96_nine,mtanhat,mtanhat,m t a n h a t,,Berry1987[71],,,^ m t a nh a t $,default,https://database.outofpapua.com/records/1922006
Salmit-98_black-1,/records/1922008,Salmit,98_black,mudin,mudin,m u d i n,,Berry1987[71],,,^ m u d i n $,default,https://database.outofpapua.com/records/1922008
Salmit-44_wing-1,/records/1921956,Salmit,44_wing,mul,mul,m u l,,Berry1987[66],,,^ m u l $,default,https://database.outofpapua.com/records/1921956
Salmit-162_live-1,/records/1922070,Salmit,162_live,muli,muli,m u l i,,Berry1987[77],,,^ m u l i $,default,https://database.outofpapua.com/records/1922070
Salmit-38_person-1,/records/1921950,Salmit,38_person,na,na,n a,,Berry1987[65],,,^ n a $,default,https://database.outofpapua.com/records/1921950
Salmit-35_male-1,/records/1921947,Salmit,35_male,nadla,nadla,n a d l a,,Berry1987[65],,,^ n a d l a $,default,https://database.outofpapua.com/records/1921947
Salmit-29_female-1,/records/1921941,Salmit,29_female,nadli,nadli,n a d l i,,Berry1987[65],,,^ n a d l i $,default,https://database.outofpapua.com/records/1921941
Salmit-43_wife-1,/records/1921955,Salmit,43_wife,nadli,nadli,n a d l i,,Berry1987[66],,,^ n a d l i $,default,https://database.outofpapua.com/records/1921955
Salmit-176_splitwood-1,/records/1922084,Salmit,176_splitwood,nalafalan,nalafalan,n a l a f a l a n,,Berry1987[78],,,^ n a l a f a l a n $,default,https://database.outofpapua.com/records/1922084
Salmit-143_come-1,/records/1922052,Salmit,143_come,nam,nam,n a m,,Berry1987[75],,,^ n a m $,default,https://database.outofpapua.com/records/1922052
Salmit-87_they-1,/records/1921997,Salmit,87_they,nam,nam,n a m,,Berry1987[70],,,^ n a m $,default,https://database.outofpapua.com/records/1921997
Salmit-187_who-1,/records/1922095,Salmit,187_who,namanen,namanen,n a m a n e n,,Berry1987[79],,,^ n a m a n e n $,default,https://database.outofpapua.com/records/1922095
Salmit-84_yous-1,/records/1921995,Salmit,84_yous,nan,nan,n a n,,Berry1987[70],,,^ n a n $,default,https://database.outofpapua.com/records/1921995
Salmit-173_sleep-1,/records/1922081,Salmit,173_sleep,nas,nas,n a s,,Berry1987[78],,,^ n a s $,default,https://database.outofpapua.com/records/1922081
Salmit-195_rightside-1,/records/1922103,Salmit,195_rightside,natokoin,natokoin,n a t o k o i n,,Berry1987[80],,,^ n a t o k o i n $,default,https://database.outofpapua.com/records/1922103
Salmit-192_leftside-1,/records/1922100,Salmit,192_leftside,naweit,naweit,n a w e i t,,Berry1987[80],,,^ n a w e i t $,default,https://database.outofpapua.com/records/1922100
Salmit-104_bluntstick-1,/records/1922014,Salmit,104_bluntstick,ndabin,ⁿdabin,ⁿd a b i n,,Berry1987[72],,,^ ⁿd a b i n $,default,https://database.outofpapua.com/records/1922014
Salmit-123_thickstick-1,/records/1922041,Salmit,123_thickstick,ndiakfun,ⁿdiakfun,ⁿd i a k f u n,,Berry1987[74],,,^ ⁿd i a k f u n $,default,https://database.outofpapua.com/records/1922041
Salmit-129_straightstick-1,/records/1922038,Salmit,129_straightstick,ndrot,ⁿdrot,ⁿd r o t,,Berry1987[74],,,^ ⁿd r o t $,default,https://database.outofpapua.com/records/1922038
Salmit-105_coldwind-1,/records/1922015,Salmit,105_coldwind,nekomin,nekomin,n e k o m i n,,Berry1987[72],,,^ n e k o m i n $,default,https://database.outofpapua.com/records/1922015
Salmit-85_heshe-1,/records/1921996,Salmit,85_heshe,nen,nen,n e n,,Berry1987[70],,,^ n e n $,default,https://database.outofpapua.com/records/1921996
Salmit-130_swollenleg-1,/records/1922039,Salmit,130_swollenleg,nfik,nfik,n f i k,,Berry1987[74],,,^ n f i k $,default,https://database.outofpapua.com/records/1922039
Salmit-99_green-1,/records/1922009,Salmit,99_green,ngera,ŋera,ŋ e r a,,Berry1987[71],,,^ ŋ e r a $,default,https://database.outofpapua.com/records/1922009
Salmit-186_what-1,/records/1922094,Salmit,186_what,nimitmo,nimitmo,n i m i t m o,,Berry1987[79],,,^ n i m i t m o $,default,https://database.outofpapua.com/records/1922094
Salmit-161_know-1,/records/1922069,Salmit,161_know,nok,nok,n o k,,Berry1987[77],,,^ n o k $,default,https://database.outofpapua.com/records/1922069
Salmit-157_hear-1,/records/1922065,Salmit,157_hear,nos,nos,n o s,,Berry1987[76],,,^ n o s $,default,https://database.outofpapua.com/records/1922065
Salmit-47_branch-1,/records/1921959,Salmit,47_branch,nsadiatan,nsadiatan,n s a d i a t a n,,Berry1987[66],,,^ ns a d i a t a n $,default,https://database.outofpapua.com/records/1921959
Salmit-136_wetsand-1,/records/1922045,Salmit,136_wetsand,nsemok,nsemok,n s e m o k,,Berry1987[75],,,^ ns e m o k $,default,https://database.outofpapua.com/records/1922045
Salmit-194_outside-1,/records/1922102,Salmit,194_outside,nsetelin,nsetelin,n s e t e l i n,,Berry1987[80],,,^ ns e t e l i n $,default,https://database.outofpapua.com/records/1922102
Salmit-94_seven-1,/records/1922004,Salmit,94_seven,ntalak,ntalak,n t a l a k,,Berry1987[71],,,^ n t a l a k $,default,https://database.outofpapua.com/records/1922004
Salmit-124_sharpstick-1,/records/1922033,Salmit,124_sharpstick,ntasala,ntasala,n t a s a l a,,Berry1987[74],,,^ n t a s a l a $,default,https://database.outofpapua.com/records/1922033
Salmit-95_eight-1,/records/1922005,Salmit,95_eight,ntatolik,ntatolik,n t a t o l i k,,Berry1987[71],,,^ n t a t o l i k $,default,https://database.outofpapua.com/records/1922005
Salmit-114_hotwind-1,/records/1922023,Salmit,114_hotwind,ntebat,ntebat,n t e b a t,,Berry1987[73],,,^ n t e b a t $,default,https://database.outofpapua.com/records/1922023
Salmit-153_fall-1,/records/1922061,Salmit,153_fall,nti,nti,n t i,,Berry1987[76],,,^ n t i $,default,https://database.outofpapua.com/records/1922061
Salmit-47_leaf-1,/records/1921968,Salmit,47_leaf,nwelis,nʷelis,nʷ e l i s,,Berry1987[67],,,^ nʷ e l i s $,default,https://database.outofpapua.com/records/1921968
Salmit-46_banana-1,/records/1921958,Salmit,46_banana,odi,odi,o d i,,Berry1987[66],,,^ o d i $,default,https://database.outofpapua.com/records/1921958
Salmit-1_abdomen-1,/records/1921913,Salmit,1_abdomen,okomat,okomat,o k o m a t,,Berry1987[62],,,^ o k o m a t $,default,https://database.outofpapua.com/records/1921913
Salmit-131_that-1,/records/1922040,Salmit,131_that,olefolanko,olefolanko,o l e f o l a n k o,,Berry1987[74],,,^ o l e f o l a n k o $,default,https://database.outofpapua.com/records/1922040
Salmit-134_this-1,/records/1922043,Salmit,134_this,olesoko,olesoko,o l e s o k o,,Berry1987[74],,,^ o l e s o k o $,default,https://database.outofpapua.com/records/1922043
Salmit-146_cry-1,/records/1922055,Salmit,146_cry,owo,owo,o w o,,Berry1987[76],,,^ o w o $,default,https://database.outofpapua.com/records/1922055
Salmit-64_rain-1,/records/1921975,Salmit,64_rain,pegien,peɡien,p e g i e n,,Berry1987[68],,,^ p e ɡ i e n $,default,https://database.outofpapua.com/records/1921975
Salmit-56_jungle-1,/records/1921967,Salmit,56_jungle,sabra,sabra,s a b r a,,Berry1987[67],,,^ s a b r a $,default,https://database.outofpapua.com/records/1921967
Salmit-11_hairhead-1,/records/1921923,Salmit,11_hairhead,sadin,sadin,s a d i n,,Berry1987[63],,,^ s a d i n $,default,https://database.outofpapua.com/records/1921923
Salmit-174_speak-1,/records/1922082,Salmit,174_speak,sadir,sadir,s a d i r,,Berry1987[78],,,^ s a d i r $,default,https://database.outofpapua.com/records/1922082
Salmit-13_head-1,/records/1921925,Salmit,13_head,safas,safas,s a f a s,,Berry1987[63],,,^ s a f a s $,default,https://database.outofpapua.com/records/1921925
Salmit-50_fire-1,/records/1921962,Salmit,50_fire,sal,sal,s a l,,Berry1987[67],,,^ s a l $,default,https://database.outofpapua.com/records/1921962
Salmit-72_smoke-1,/records/1921983,Salmit,72_smoke,salfi,salfi,s a l f i,,Berry1987[68],,,^ s a l f i $,default,https://database.outofpapua.com/records/1921983
Salmit-2_back-1,/records/1921914,Salmit,2_back,samagut,samaɡut,s a m a g u t,,Berry1987[62],,,^ s a m a ɡ u t $,default,https://database.outofpapua.com/records/1921914
Salmit-51_fog-1,/records/1921963,Salmit,51_fog,saul,saul,s a u l,,Berry1987[67],,,^ s a u l $,default,https://database.outofpapua.com/records/1921963
Salmit-48_cloud-1,/records/1921960,Salmit,48_cloud,sawin,sawin,s a w i n,,Berry1987[66],,,^ s a w i n $,default,https://database.outofpapua.com/records/1921960
Salmit-167_see-1,/records/1922075,Salmit,167_see,sdmit,sdmit,s d m i t,,Berry1987[77],,,^ s d m i t $,default,https://database.outofpapua.com/records/1922075
Salmit-140_bathe-1,/records/1922049,Salmit,140_bathe,serik,serik,s e r i k,,Berry1987[75],,,^ s e r i k $,default,https://database.outofpapua.com/records/1922049
Salmit-154_flowriver-1,/records/1922062,Salmit,154_flowriver,sero,sero,s e r o,,Berry1987[76],,,^ s e r o $,default,https://database.outofpapua.com/records/1922062
Salmit-177_stab-1,/records/1922085,Salmit,177_stab,sgal,sɡal,s g a l,,Berry1987[78],,,^ s ɡ a l $,default,https://database.outofpapua.com/records/1922085
Salmit-25_cassowary-1,/records/1921937,Salmit,25_cassowary,simiat,simiat,s i m i a t,,Berry1987[64],,,^ s i m i a t $,default,https://database.outofpapua.com/records/1921937
Salmit-6_breast-1,/records/1921918,Salmit,6_breast,sio,sio,s i o,,Berry1987[63],,,^ s i o $,default,https://database.outofpapua.com/records/1921918
Salmit-9_eye-1,/records/1921921,Salmit,9_eye,sivun,sivun,s i v u n,,Berry1987[63],,,^ s i v u n $,default,https://database.outofpapua.com/records/1921921
Salmit-159_hold-1,/records/1922067,Salmit,159_hold,slonti,slonti,s l o n t i,,Berry1987[77],,,^ s l o n t i $,default,https://database.outofpapua.com/records/1922067
Salmit-150_dream-1,/records/1922058,Salmit,150_dream,sorok,sorok,s o r o k,,Berry1987[76],,,^ s o r o k $,default,https://database.outofpapua.com/records/1922058
Salmit-37_mother-1,/records/1921949,Salmit,37_mother,table,table,t a b l e,,Berry1987[65],,,^ t a b l e $,default,https://database.outofpapua.com/records/1921949
Salmit-184_walk-1,/records/1922092,Salmit,184_walk,tain,tain,t a i n,,Berry1987[79],,,^ t a i n $,default,https://database.outofpapua.com/records/1922092
Salmit-151_drink-1,/records/1922059,Salmit,151_drink,taka,taka,t a k a,,Berry1987[76],,,^ t a k a $,default,https://database.outofpapua.com/records/1922059
Salmit-152_eat-1,/records/1922060,Salmit,152_eat,tat,tat,t a t,,Berry1987[76],,,^ t a t $,default,https://database.outofpapua.com/records/1922060
Salmit-180_suck-1,/records/1922088,Salmit,180_suck,tat,tat,t a t,,Berry1987[78],,,^ t a t $,default,https://database.outofpapua.com/records/1922088
Salmit-61_name-1,/records/1921972,Salmit,61_name,tekedi,tekedi,t e k e d i,,Berry1987[67],,,^ t e k e d i $,default,https://database.outofpapua.com/records/1921972
Salmit-77_sun-1,/records/1921988,Salmit,77_sun,telimedit,telimedit,t e l i m e d i t,,Berry1987[69],,,^ t e l i m e d i t $,default,https://database.outofpapua.com/records/1921988
Salmit-83_i-1,/records/1921994,Salmit,83_i,tet,tet,t e t,,Berry1987[70],,,^ t e t $,default,https://database.outofpapua.com/records/1921994
Salmit-74_star-1,/records/1921985,Salmit,74_star,tewon,tewon,t e w o n,,Berry1987[69],,,^ t e w o n $,default,https://database.outofpapua.com/records/1921985
Salmit-76_stick-1,/records/1921987,Salmit,76_stick,tiyen,tijen,t i j e n,,Berry1987[69],,,^ t i j e n $,default,https://database.outofpapua.com/records/1921987
Salmit-90_three-1,/records/1922000,Salmit,90_three,tolik,tolik,t o l i k,,Berry1987[70],,,^ t o l i k $,default,https://database.outofpapua.com/records/1922000
Salmit-28_father-1,/records/1921940,Salmit,28_father,tono,tono,t o n o,,Berry1987[65],,,^ t o n o $,default,https://database.outofpapua.com/records/1921940
Salmit-33_leech-1,/records/1921945,Salmit,33_leech,towan,towan,t o w a n,,Berry1987[65],,,^ t o w a n $,default,https://database.outofpapua.com/records/1921945
Salmit-141_blow-1,/records/1922050,Salmit,141_blow,verio,verio,v e r i o,,Berry1987[75],,,^ v e r i o $,default,https://database.outofpapua.com/records/1922050
Salmit-160_kill-1,/records/1922068,Salmit,160_kill,wadi,wadi,w a d i,,Berry1987[77],,,^ w a d i $,default,https://database.outofpapua.com/records/1922068
Salmit-126_smalldog-2,/records/1922035,Salmit,126_smalldog,wasedik,wasedik,w a s e d i k,,Berry1987[74],,,^ w a s e d i k $,default,https://database.outofpapua.com/records/1922035
Salmit-117_many-1,/records/1922026,Salmit,117_many,worok,worok,w o r o k,,Berry1987[73],,,^ w o r o k $,default,https://database.outofpapua.com/records/1922026
Salmit-97_ten-1,/records/1922007,Salmit,97_ten,yahar,jahar,j a h a r,,Berry1987[71],,,^ j a h a r $,default,https://database.outofpapua.com/records/1922007
Sawiat-23_tongue-1,/records/1922124,Sawiat,23_tongue,adel,adel,a d e l,,Berry1987[64],,,^ a d e l $,default,https://database.outofpapua.com/records/1922124
Sawiat-145_count-1,/records/1922228,Sawiat,145_count,aher,aher,a h e r,,Berry1987[75],,,^ a h e r $,default,https://database.outofpapua.com/records/1922228
Sawiat-62_night-1,/records/1922157,Sawiat,62_night,amuk,amuk,a m u k,,Berry1987[68],,,^ a m u k $,default,https://database.outofpapua.com/records/1922157
Sawiat-146_cry-1,/records/1922229,Sawiat,146_cry,ao,ao,a o,,Berry1987[76],,,^ a o $,default,https://database.outofpapua.com/records/1922229
Sawiat-14_heart-1,/records/1922115,Sawiat,14_heart,aso,aso,a s o,,Berry1987[63],,,^ a s o $,default,https://database.outofpapua.com/records/1922115
Sawiat-114_hotwind-1,/records/1922201,Sawiat,114_hotwind,autobat,autobat,a u t o b a t,,Berry1987[73],,,^ a u t o b a t $,default,https://database.outofpapua.com/records/1922201
Sawiat-163_play-1,/records/1922244,Sawiat,163_play,bait,bait,b a i t,,Berry1987[77],,,^ b a i t $,default,https://database.outofpapua.com/records/1922244
Sawiat-185_washclothes-1,/records/1922261,Sawiat,185_washclothes,bashiar,baʃiar,b a ʃ i a r,,Berry1987[79],,,^ b a ʃ i a r $,default,https://database.outofpapua.com/records/1922261
Sawiat-158_hit-1,/records/1922240,Sawiat,158_hit,bau,bau,b a u,,Berry1987[77],,,^ b a u $,default,https://database.outofpapua.com/records/1922240
Sawiat-73_soilearth-1,/records/1922164,Sawiat,73_soilearth,bet,bet,b e t,,Berry1987[68],,,^ b e t $,default,https://database.outofpapua.com/records/1922164
Sawiat-53_garden-1,/records/1922150,Sawiat,53_garden,bileh,bileh,b i l e h,,Berry1987[67],,,^ b i l e h $,default,https://database.outofpapua.com/records/1922150
Sawiat-55_house-1,/records/1922151,Sawiat,55_house,bolo,bolo,b o l o,,Berry1987[67],,,^ b o l o $,default,https://database.outofpapua.com/records/1922151
Sawiat-107_dirtyhands-1,/records/1922194,Sawiat,107_dirtyhands,dahan,dahan,d a h a n,,Berry1987[72],,,^ d a h a n $,default,https://database.outofpapua.com/records/1922194
Sawiat-144_cough-1,/records/1922227,Sawiat,144_cough,deiye,deije,d e i j e,,Berry1987[75],,,^ d e i j e $,default,https://database.outofpapua.com/records/1922227
Sawiat-76_stick-1,/records/1922166,Sawiat,76_stick,deyen,dejen,d e j e n,,Berry1987[69],,,^ d e j e n $,default,https://database.outofpapua.com/records/1922166
Sawiat-168_seek-1,/records/1922248,Sawiat,168_seek,dihara,dihara,d i h a r a,,Berry1987[77],,,^ d i h a r a $,default,https://database.outofpapua.com/records/1922248
Sawiat-19_neck-1,/records/1922120,Sawiat,19_neck,duor,duor,d u o r,,Berry1987[64],,,^ d u o r $,default,https://database.outofpapua.com/records/1922120
Sawiat-79_thunder-1,/records/1922168,Sawiat,79_thunder,erdi,erdi,e r d i,,Berry1987[69],,,^ e r d i $,default,https://database.outofpapua.com/records/1922168
Sawiat-30_fish-1,/records/1922131,Sawiat,30_fish,eren,eren,e r e n,,Berry1987[65],,,^ e r e n $,default,https://database.outofpapua.com/records/1922131
Sawiat-147_cutgrass-1,/records/1922230,Sawiat,147_cutgrass,evik,evik,e v i k,,Berry1987[76],,,^ e v i k $,default,https://database.outofpapua.com/records/1922230
Sawiat-21_skin-1,/records/1922122,Sawiat,21_skin,falek,falek,f a l e k,,Berry1987[64],,,^ f a l e k $,default,https://database.outofpapua.com/records/1922122
Sawiat-195_rightside-1,/records/1922267,Sawiat,195_rightside,fanatoin,fanatoin,f a n a t o i n,,Berry1987[80],,,^ f a n a t o i n $,default,https://database.outofpapua.com/records/1922267
Sawiat-192_leftside-1,/records/1922265,Sawiat,192_leftside,fanawait,fanawait,f a n a w a i t,,Berry1987[80],,,^ f a n a w a i t $,default,https://database.outofpapua.com/records/1922265
Sawiat-58_lightning-1,/records/1922153,Sawiat,58_lightning,felek,felek,f e l e k,,Berry1987[67],,,^ f e l e k $,default,https://database.outofpapua.com/records/1922153
Sawiat-183_vomit-1,/records/1922259,Sawiat,183_vomit,fetiak,fetiak,f e t i a k,,Berry1987[79],,,^ f e t i a k $,default,https://database.outofpapua.com/records/1922259
Sawiat-16_meatflesh-1,/records/1922117,Sawiat,16_meatflesh,fokot,fokot,f o k o t,,Berry1987[63],,,^ f o k o t $,default,https://database.outofpapua.com/records/1922117
Sawiat-128_soreleg-1,/records/1922212,Sawiat,128_soreleg,gaini,ɡaini,g a i n i,,Berry1987[74],,,^ ɡ a i n i $,default,https://database.outofpapua.com/records/1922212
Sawiat-149_dig-1,/records/1922232,Sawiat,149_dig,gak,ɡak,g a k,,Berry1987[76],,,^ ɡ a k $,default,https://database.outofpapua.com/records/1922232
Sawiat-164_pull-1,/records/1922245,Sawiat,164_pull,gen,ɡen,g e n,,Berry1987[77],,,^ ɡ e n $,default,https://database.outofpapua.com/records/1922245
Sawiat-17_mouth-1,/records/1922118,Sawiat,17_mouth,get,ɡet,g e t,,Berry1987[64],,,^ ɡ e t $,default,https://database.outofpapua.com/records/1922118
Sawiat-4_bodyhair-1,/records/1922106,Sawiat,4_bodyhair,gin,ɡin,g i n,,Berry1987[62],,,^ ɡ i n $,default,https://database.outofpapua.com/records/1922106
Sawiat-169_scratch-1,/records/1922249,Sawiat,169_scratch,git,ɡit,g i t,,Berry1987[77],,,^ ɡ i t $,default,https://database.outofpapua.com/records/1922249
Sawiat-142_breathe-1,/records/1922225,Sawiat,142_breathe,haite,haite,h a i t e,,Berry1987[75],,,^ h a i t e $,default,https://database.outofpapua.com/records/1922225
Sawiat-170_shootpig-1,/records/1922250,Sawiat,170_shootpig,hanah,hanah,h a n a h,,Berry1987[78],,,^ h a n a h $,default,https://database.outofpapua.com/records/1922250
Sawiat-45_worm-1,/records/1922143,Sawiat,45_worm,hanait,hanait,h a n a i t,,Berry1987[66],,,^ h a n a i t $,default,https://database.outofpapua.com/records/1922143
Sawiat-91_four-1,/records/1922179,Sawiat,91_four,hat,hat,h a t,,Berry1987[70],,,^ h a t $,default,https://database.outofpapua.com/records/1922179
Sawiat-22_teeth-1,/records/1922123,Sawiat,22_teeth,hek,hek,h e k,,Berry1987[64],,,^ h e k $,default,https://database.outofpapua.com/records/1922123
Sawiat-3_blood-1,/records/1922105,Sawiat,3_blood,hen,hen,h e n,,Berry1987[62],,,^ h e n $,default,https://database.outofpapua.com/records/1922105
Sawiat-156_give-1,/records/1922238,Sawiat,156_give,henak,henak,h e n a k,,Berry1987[76],,,^ h e n a k $,default,https://database.outofpapua.com/records/1922238
Sawiat-141_blow-1,/records/1922224,Sawiat,141_blow,heru'up,heru'up,h e r u ʔ u p,,Berry1987[75],,,^ h e r u 'u p $,default,https://database.outofpapua.com/records/1922224
Sawiat-139_ashamed-1,/records/1922222,Sawiat,139_ashamed,hes,hes,h e s,,Berry1987[75],,,^ h e s $,default,https://database.outofpapua.com/records/1922222
Sawiat-27_dog-1,/records/1922128,Sawiat,27_dog,hoin,hoin,h o i n,,Berry1987[64],,,^ h o i n $,default,https://database.outofpapua.com/records/1922128
Sawiat-167_see-1,/records/1922247,Sawiat,167_see,hot,hot,h o t,,Berry1987[77],,,^ h o t $,default,https://database.outofpapua.com/records/1922247
Sawiat-103_all-1,/records/1922191,Sawiat,103_all,kaduakat,kaduakat,k a d u a k a t,,Berry1987[72],,,^ k a d u a k a t $,default,https://database.outofpapua.com/records/1922191
Sawiat-175_spit-1,/records/1922255,Sawiat,175_spit,kadvi,kadvi,k a d v i,,Berry1987[78],,,^ k a d v i $,default,https://database.outofpapua.com/records/1922255
Sawiat-64_rain-1,/records/1922158,Sawiat,64_rain,kaiyin,kaijin,k a i j i n,,Berry1987[68],,,^ k a i j i n $,default,https://database.outofpapua.com/records/1922158
Sawiat-81_water-1,/records/1922170,Sawiat,81_water,kala,kala,k a l a,,Berry1987[69],,,^ k a l a $,default,https://database.outofpapua.com/records/1922170
Sawiat-24_bird-1,/records/1922125,Sawiat,24_bird,kalen,kalen,k a l e n,,Berry1987[64],,,^ k a l e n $,default,https://database.outofpapua.com/records/1922125
Sawiat-65_roof-1,/records/1922159,Sawiat,65_roof,kate,kate,k a t e,,Berry1987[68],,,^ k a t e $,default,https://database.outofpapua.com/records/1922159
Sawiat-18_nailfinger-1,/records/1922119,Sawiat,18_nailfinger,kedi,kedi,k e d i,,Berry1987[64],,,^ k e d i $,default,https://database.outofpapua.com/records/1922119
