ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Digital_Source
Seget-153_fall-1,/records/1921104,Seget,153_fall,tes,tes,t e s,,Berry1987[76],,,^ t e s $,default,https://database.outofpapua.com/records/1921104
Seget-186_what-1,/records/1921135,Seget,186_what,timiniwo,timiniwo,t i m i n i w o,,Berry1987[79],,,^ t i m i n i w o $,default,https://database.outofpapua.com/records/1921135
Seget-83_i-1,/records/1921036,Seget,83_i,tit,tit,t i t,,Berry1987[70],,,^ t i t $,default,https://database.outofpapua.com/records/1921036
Seget-76_stick-1,/records/1921029,Seget,76_stick,tompe,tompe,t o m p e,,Berry1987[69],,,^ t o m p e $,default,https://database.outofpapua.com/records/1921029
Seget-74_star-1,/records/1921027,Seget,74_star,ton,ton,t o n,,Berry1987[69],,,^ t o n $,default,https://database.outofpapua.com/records/1921027
Seget-130_swollenleg-1,/records/1921081,Seget,130_swollenleg,tubuh,tubuh,t u b u h,,Berry1987[74],,,^ t u b u h $,default,https://database.outofpapua.com/records/1921081
Seget-7_ear-1,/records/1920961,Seget,7_ear,tukut,tukut,t u k u t,,Berry1987[63],,,^ t u k u t $,default,https://database.outofpapua.com/records/1920961
Seget-90_three-1,/records/1921043,Seget,90_three,tulu,tulu,t u l u,,Berry1987[70],,,^ t u l u $,default,https://database.outofpapua.com/records/1921043
Seget-64_rain-1,/records/1921017,Seget,64_rain,unias,unias,u n i a s,,Berry1987[68],,,^ u n i a s $,default,https://database.outofpapua.com/records/1921017
Seget-34_louse-1,/records/1920988,Seget,34_louse,ut,ut,u t,,Berry1987[65],,,^ u t $,default,https://database.outofpapua.com/records/1920988
Seget-97_ten-1,/records/1921050,Seget,97_ten,utmere,utmere,u t m e r e,,Berry1987[71],,,^ u t m e r e $,default,https://database.outofpapua.com/records/1921050
Seget-189_far-1,/records/1921137,Seget,189_far,wabis,wabis,w a b i s,,Berry1987[79],,,^ w a b i s $,default,https://database.outofpapua.com/records/1921137
Seget-41_snake-1,/records/1920995,Seget,41_snake,waiyin,waijin,w a i j i n,,Berry1987[66],,,^ w a i j i n $,default,https://database.outofpapua.com/records/1920995
Seget-63_path-1,/records/1921016,Seget,63_path,waren,waren,w a r e n,,Berry1987[68],,,^ w a r e n $,default,https://database.outofpapua.com/records/1921016
Seget-154_flowriver-1,/records/1921105,Seget,154_flowriver,wasi,wasi,w a s i,,Berry1987[76],,,^ w a s i $,default,https://database.outofpapua.com/records/1921105
Seget-86_we-1,/records/1921039,Seget,86_we,wau,wau,w a u,,Berry1987[70],,,^ w a u $,default,https://database.outofpapua.com/records/1921039
Seget-191_inside-1,/records/1921139,Seget,191_inside,weren,weren,w e r e n,,Berry1987[79],,,^ w e r e n $,default,https://database.outofpapua.com/records/1921139
Seget-59_moon-1,/records/1921012,Seget,59_moon,wet,wet,w e t,,Berry1987[67],,,^ w e t $,default,https://database.outofpapua.com/records/1921012
Seget-193_near-1,/records/1921141,Seget,193_near,wodakafet,wodakafet,w o d a k a f e t,,Berry1987[80],,,^ w o d a k a f e t $,default,https://database.outofpapua.com/records/1921141
Seget-95_eight-1,/records/1921048,Seget,95_eight,wolu,wolu,w o l u,,Berry1987[71],,,^ w o l u $,default,https://database.outofpapua.com/records/1921048
Seget-50_fire-1,/records/1921004,Seget,50_fire,yap,jap,j a p,,Berry1987[67],,,^ j a p $,default,https://database.outofpapua.com/records/1921004
Seget-42_tail-1,/records/1920996,Seget,42_tail,ywian,jwian,jʷ i a n,,Berry1987[66],,,^ jw i a n $,default,https://database.outofpapua.com/records/1920996
Moi-23_tongue-1,/records/1921166,Moi,23_tongue,adin,adin,a d i n,,Berry1987[64],,,^ a d i n $,default,https://database.outofpapua.com/records/1921166
Moi-121_oldhouse-1,/records/1921264,Moi,121_oldhouse,ak,ak,a k,,Berry1987[73],,,^ a k $,default,https://database.outofpapua.com/records/1921264
Moi-176_splitwood-1,/records/1921319,Moi,176_splitwood,alfes,alfes,a l f e s,,Berry1987[78],,,^ a l f e s $,default,https://database.outofpapua.com/records/1921319
Moi-52_fruit-1,/records/1921195,Moi,52_fruit,ali,ali,a l i,,Berry1987[67],,,^ a l i $,default,https://database.outofpapua.com/records/1921195
Moi-89_two-1,/records/1921232,Moi,89_two,ali,ali,a l i,,Berry1987[70],,,^ a l i $,default,https://database.outofpapua.com/records/1921232
Moi-147_cutgrass-1,/records/1921290,Moi,147_cutgrass,alili,alili,a l i l i,,Berry1987[76],,,^ a l i l i $,default,https://database.outofpapua.com/records/1921290
Moi-131_that-1,/records/1921274,Moi,131_that,anagi,anaɡi,a n a g i,,Berry1987[74],,,^ a n a ɡ i $,default,https://database.outofpapua.com/records/1921274
Moi-192_leftside-1,/records/1921334,Moi,192_leftside,ankade,ankade,a n k a d e,,Berry1987[80],,,^ a n k a d e $,default,https://database.outofpapua.com/records/1921334
Moi-195_rightside-1,/records/1921337,Moi,195_rightside,ankalak,ankalak,a n k a l a k,,Berry1987[80],,,^ a n k a l a k $,default,https://database.outofpapua.com/records/1921337
Moi-159_hold-1,/records/1921302,Moi,159_hold,apti,apti,a p t i,,Berry1987[77],,,^ a p t i $,default,https://database.outofpapua.com/records/1921302
Moi-39_pig-1,/records/1921182,Moi,39_pig,baiik,baiik,b a iː k,,Berry1987[65],,,^ b a ii k $,default,https://database.outofpapua.com/records/1921182
Moi-68_sand-1,/records/1921211,Moi,68_sand,baiin,baiin,b a iː n,,Berry1987[68],,,^ b a ii n $,default,https://database.outofpapua.com/records/1921211
Moi-185_washclothes-1,/records/1921328,Moi,185_washclothes,ban,ban,b a n,,Berry1987[79],,,^ b a n $,default,https://database.outofpapua.com/records/1921328
Moi-138_afraid-1,/records/1921281,Moi,138_afraid,bawalo,bawalo,b a w a l o,,Berry1987[75],,,^ b a w a l o $,default,https://database.outofpapua.com/records/1921281
Moi-189_far-1,/records/1921331,Moi,189_far,beis,beis,b e i s,,Berry1987[79],,,^ b e i s $,default,https://database.outofpapua.com/records/1921331
Moi-109_evilperson-1,/records/1921252,Moi,109_evilperson,bek,bek,b e k,,Berry1987[72],,,^ b e k $,default,https://database.outofpapua.com/records/1921252
Moi-99_green-1,/records/1921242,Moi,99_green,bela,bela,b e l a,,Berry1987[71],,,^ b e l a $,default,https://database.outofpapua.com/records/1921242
Moi-25_cassowary-1,/records/1921168,Moi,25_cassowary,bele,bele,b e l e,,Berry1987[64],,,^ b e l e $,default,https://database.outofpapua.com/records/1921168
Moi-137_widepath-1,/records/1921280,Moi,137_widepath,besinin,besinin,b e s i n i n,,Berry1987[75],,,^ b e s i n i n $,default,https://database.outofpapua.com/records/1921280
Moi-163_play-1,/records/1921306,Moi,163_play,bik,bik,b i k,,Berry1987[77],,,^ b i k $,default,https://database.outofpapua.com/records/1921306
Moi-154_flowriver-1,/records/1921297,Moi,154_flowriver,bis,bis,b i s,,Berry1987[76],,,^ b i s $,default,https://database.outofpapua.com/records/1921297
Moi-114_hotwind-1,/records/1921257,Moi,114_hotwind,bolobok,bolobok,b o l o b o k,,Berry1987[73],,,^ b o l o b o k $,default,https://database.outofpapua.com/records/1921257
Moi-36_mosquito-1,/records/1921179,Moi,36_mosquito,bonos,bonos,b o n o s,,Berry1987[65],,,^ b o n o s $,default,https://database.outofpapua.com/records/1921179
Moi-113_heavystone-1,/records/1921256,Moi,113_heavystone,budisof,budisof,b u d i s o f,,Berry1987[73],,,^ b u d i s o f $,default,https://database.outofpapua.com/records/1921256
Moi-31_fly-1,/records/1921174,Moi,31_fly,buluk,buluk,b u l u k,,Berry1987[65],,,^ b u l u k $,default,https://database.outofpapua.com/records/1921174
Moi-120_not-1,/records/1921263,Moi,120_not,dau,dau,d a u,,Berry1987[73],,,^ d a u $,default,https://database.outofpapua.com/records/1921263
Moi-32_husband-1,/records/1921175,Moi,32_husband,delah,delah,d e l a h,,Berry1987[65],,,^ d e l a h $,default,https://database.outofpapua.com/records/1921175
Moi-77_sun-1,/records/1921220,Moi,77_sun,dive,dive,d i v e,,Berry1987[69],,,^ d i v e $,default,https://database.outofpapua.com/records/1921220
Moi-183_vomit-1,/records/1921326,Moi,183_vomit,do,do,d o,,Berry1987[79],,,^ d o $,default,https://database.outofpapua.com/records/1921326
Moi-164_pull-1,/records/1921307,Moi,164_pull,e.i,e.i,e i,,Berry1987[77],,,^ e . i $,default,https://database.outofpapua.com/records/1921307
Moi-22_teeth-1,/records/1921165,Moi,22_teeth,efek,efek,e f e k,,Berry1987[64],,,^ e f e k $,default,https://database.outofpapua.com/records/1921165
Moi-73_soilearth-1,/records/1921216,Moi,73_soilearth,eges,eɡes,e g e s,,Berry1987[68],,,^ e ɡ e s $,default,https://database.outofpapua.com/records/1921216
Moi-15_legfoot-1,/records/1921158,Moi,15_legfoot,elik,elik,e l i k,,Berry1987[63],,,^ e l i k $,default,https://database.outofpapua.com/records/1921158
Moi-100_red-1,/records/1921243,Moi,100_red,em,em,e m,,Berry1987[71],,,^ e m $,default,https://database.outofpapua.com/records/1921243
Moi-142_breathe-1,/records/1921285,Moi,142_breathe,en,en,e n,,Berry1987[75],,,^ e n $,default,https://database.outofpapua.com/records/1921285
Moi-165_push-1,/records/1921308,Moi,165_push,faiyin,faijin,f a i j i n,,Berry1987[77],,,^ f a i j i n $,default,https://database.outofpapua.com/records/1921308
Moi-91_four-1,/records/1921234,Moi,91_four,fak,fak,f a k,,Berry1987[70],,,^ f a k $,default,https://database.outofpapua.com/records/1921234
Moi-170_shootpig-1,/records/1921313,Moi,170_shootpig,fan,fan,f a n,,Berry1987[78],,,^ f a n $,default,https://database.outofpapua.com/records/1921313
Moi-97_ten-1,/records/1921240,Moi,97_ten,fe,fe,f e,,Berry1987[71],,,^ f e $,default,https://database.outofpapua.com/records/1921240
Moi-143_come-1,/records/1921286,Moi,143_come,feden,feden,f e d e n,,Berry1987[75],,,^ f e d e n $,default,https://database.outofpapua.com/records/1921286
Moi-127_smoothstone-1,/records/1921270,Moi,127_smoothstone,felefe,felefe,f e l e f e,,Berry1987[74],,,^ f e l e f e $,default,https://database.outofpapua.com/records/1921270
Moi-168_seek-1,/records/1921311,Moi,168_seek,feles,feles,f e l e s,,Berry1987[77],,,^ f e l e s $,default,https://database.outofpapua.com/records/1921311
Moi-155_flybird-1,/records/1921298,Moi,155_flybird,filik,filik,f i l i k,,Berry1987[76],,,^ f i l i k $,default,https://database.outofpapua.com/records/1921298
Moi-118_narrowpath-1,/records/1921261,Moi,118_narrowpath,fogok,foɡok,f o g o k,,Berry1987[73],,,^ f o ɡ o k $,default,https://database.outofpapua.com/records/1921261
Moi-67_salt-1,/records/1921210,Moi,67_salt,gasi,ɡasi,g a s i,,Berry1987[68],,,^ ɡ a s i $,default,https://database.outofpapua.com/records/1921210
Moi-144_cough-1,/records/1921287,Moi,144_cough,gi,ɡi,g i,,Berry1987[75],,,^ ɡ i $,default,https://database.outofpapua.com/records/1921287
Moi-126_smalldog-1,/records/1921269,Moi,126_smalldog,giam,ɡiam,g i a m,,Berry1987[74],,,^ ɡ i a m $,default,https://database.outofpapua.com/records/1921269
Moi-17_mouth-1,/records/1921160,Moi,17_mouth,gik,ɡik,g i k,,Berry1987[64],,,^ ɡ i k $,default,https://database.outofpapua.com/records/1921160
Moi-119_newhouse-1,/records/1921262,Moi,119_newhouse,glibi,ɡlibi,g l i b i,,Berry1987[73],,,^ ɡ l i b i $,default,https://database.outofpapua.com/records/1921262
Moi-110_fewstones-1,/records/1921253,Moi,110_fewstones,hiam,hiam,h i a m,,Berry1987[72],,,^ h i a m $,default,https://database.outofpapua.com/records/1921253
Moi-2_back-1,/records/1921145,Moi,2_back,hirbu,hirbu,h i r b u,,Berry1987[62],,,^ h i r b u $,default,https://database.outofpapua.com/records/1921145
Moi-153_fall-1,/records/1921296,Moi,153_fall,holok,holok,h o l o k,,Berry1987[76],,,^ h o l o k $,default,https://database.outofpapua.com/records/1921296
Moi-166_rub-1,/records/1921309,Moi,166_rub,idi,idi,i d i,,Berry1987[77],,,^ i d i $,default,https://database.outofpapua.com/records/1921309
Moi-148_die-1,/records/1921291,Moi,148_die,igi,iɡi,i g i,,Berry1987[76],,,^ i ɡ i $,default,https://database.outofpapua.com/records/1921291
Moi-169_scratch-1,/records/1921312,Moi,169_scratch,igi,iɡi,i g i,,Berry1987[77],,,^ i ɡ i $,default,https://database.outofpapua.com/records/1921312
Moi-98_black-1,/records/1921241,Moi,98_black,igik,iɡik,i g i k,,Berry1987[71],,,^ i ɡ i k $,default,https://database.outofpapua.com/records/1921241
Moi-146_cry-1,/records/1921289,Moi,146_cry,ih,ih,i h,,Berry1987[76],,,^ i h $,default,https://database.outofpapua.com/records/1921289
Moi-140_bathe-1,/records/1921283,Moi,140_bathe,isili,isili,i s i l i,,Berry1987[75],,,^ i s i l i $,default,https://database.outofpapua.com/records/1921283
Moi-125_shortsnake-1,/records/1921268,Moi,125_shortsnake,kabiyam,kabijam,k a b i j a m,,Berry1987[74],,,^ k a b i j a m $,default,https://database.outofpapua.com/records/1921268
Moi-81_water-1,/records/1921224,Moi,81_water,kala,kala,k a l a,,Berry1987[69],,,^ k a l a $,default,https://database.outofpapua.com/records/1921224
Moi-177_stab-1,/records/1921320,Moi,177_stab,kalak,kalak,k a l a k,,Berry1987[78],,,^ k a l a k $,default,https://database.outofpapua.com/records/1921320
Moi-65_roof-1,/records/1921208,Moi,65_roof,kali,kali,k a l i,,Berry1987[68],,,^ k a l i $,default,https://database.outofpapua.com/records/1921208
Moi-171_sing-1,/records/1921314,Moi,171_sing,kalinkala,kalinkala,k a l i n k a l a,,Berry1987[78],,,^ k a l i n k a l a $,default,https://database.outofpapua.com/records/1921314
Moi-115_largedog-1,/records/1921258,Moi,115_largedog,kampele,kampele,k a m p e l e,,Berry1987[73],,,^ k a m p e l e $,default,https://database.outofpapua.com/records/1921258
Moi-186_what-1,/records/1921329,Moi,186_what,kamsaaba,kamsaaba,k a m s aː b a,,Berry1987[79],,,^ k a ms aa b a $,default,https://database.outofpapua.com/records/1921329
Moi-14_heart-1,/records/1921157,Moi,14_heart,kasi,kasi,k a s i,,Berry1987[63],,,^ k a s i $,default,https://database.outofpapua.com/records/1921157
Moi-116_longsnake-1,/records/1921259,Moi,116_longsnake,kawi,kawi,k a w i,,Berry1987[73],,,^ k a w i $,default,https://database.outofpapua.com/records/1921259
Moi-61_name-1,/records/1921204,Moi,61_name,kedi,kedi,k e d i,,Berry1987[67],,,^ k e d i $,default,https://database.outofpapua.com/records/1921204
Moi-55_house-1,/records/1921198,Moi,55_house,keiik,keiik,k e iː k,,Berry1987[67],,,^ k e ii k $,default,https://database.outofpapua.com/records/1921198
Moi-181_throwstone-1,/records/1921324,Moi,181_throwstone,kelak,kelak,k e l a k,,Berry1987[78],,,^ k e l a k $,default,https://database.outofpapua.com/records/1921324
Moi-24_bird-1,/records/1921167,Moi,24_bird,kelem,kelem,k e l e m,,Berry1987[64],,,^ k e l e m $,default,https://database.outofpapua.com/records/1921167
Moi-16_meatflesh-1,/records/1921159,Moi,16_meatflesh,kem,kem,k e m,,Berry1987[63],,,^ k e m $,default,https://database.outofpapua.com/records/1921159
Moi-21_skin-1,/records/1921164,Moi,21_skin,kesik,kesik,k e s i k,,Berry1987[64],,,^ k e s i k $,default,https://database.outofpapua.com/records/1921164
Moi-4_bodyhair-1,/records/1921147,Moi,4_bodyhair,kesik gin,kesik_ɡin,k e s i k + g i n,,Berry1987[62],,,^ k e s i k _ ɡ i n $,default,https://database.outofpapua.com/records/1921147
Moi-66_rope-1,/records/1921209,Moi,66_rope,ki,ki,k i,,Berry1987[68],,,^ k i $,default,https://database.outofpapua.com/records/1921209
Moi-53_garden-1,/records/1921196,Moi,53_garden,kisik,kisik,k i s i k,,Berry1987[67],,,^ k i s i k $,default,https://database.outofpapua.com/records/1921196
Moi-75_stone-1,/records/1921218,Moi,75_stone,kobak,kobak,k o b a k,,Berry1987[69],,,^ k o b a k $,default,https://database.outofpapua.com/records/1921218
Moi-134_this-1,/records/1921277,Moi,134_this,kop,kop,k o p,,Berry1987[74],,,^ k o p $,default,https://database.outofpapua.com/records/1921277
Moi-136_wetsand-1,/records/1921279,Moi,136_wetsand,kubuk,kubuk,k u b u k,,Berry1987[75],,,^ k u b u k $,default,https://database.outofpapua.com/records/1921279
Moi-5_bone-1,/records/1921148,Moi,5_bone,kudus,kudus,k u d u s,,Berry1987[63],,,^ k u d u s $,default,https://database.outofpapua.com/records/1921148
Moi-175_spit-1,/records/1921318,Moi,175_spit,kusu,kusu,k u s u,,Berry1987[78],,,^ k u s u $,default,https://database.outofpapua.com/records/1921318
Moi-20_nose-1,/records/1921163,Moi,20_nose,laba,laba,l a b a,,Berry1987[64],,,^ l a b a $,default,https://database.outofpapua.com/records/1921163
Moi-43_wife-1,/records/1921186,Moi,43_wife,lagi,laɡi,l a g i,,Berry1987[66],,,^ l a ɡ i $,default,https://database.outofpapua.com/records/1921186
Moi-1_abdomen-1,/records/1921144,Moi,1_abdomen,lan,lan,l a n,,Berry1987[62],,,^ l a n $,default,https://database.outofpapua.com/records/1921144
Moi-62_night-1,/records/1921205,Moi,62_night,leim,leim,l e i m,,Berry1987[68],,,^ l e i m $,default,https://database.outofpapua.com/records/1921205
Moi-194_outside-1,/records/1921336,Moi,194_outside,leiyop,leijop,l e i j o p,,Berry1987[80],,,^ l e i j o p $,default,https://database.outofpapua.com/records/1921336
Moi-58_lightning-1,/records/1921201,Moi,58_lightning,lek,lek,l e k,,Berry1987[67],,,^ l e k $,default,https://database.outofpapua.com/records/1921201
Moi-45_worm-1,/records/1921188,Moi,45_worm,lok,lok,l o k,,Berry1987[66],,,^ l o k $,default,https://database.outofpapua.com/records/1921188
Moi-79_thunder-1,/records/1921222,Moi,79_thunder,lugu,luɡu,l u g u,,Berry1987[69],,,^ l u ɡ u $,default,https://database.outofpapua.com/records/1921222
Moi-92_five-1,/records/1921235,Moi,92_five,mafuk,mafuk,m a f u k,,Berry1987[71],,,^ m a f u k $,default,https://database.outofpapua.com/records/1921235
Moi-40_rat-1,/records/1921183,Moi,40_rat,mais,mais,m a i s,,Berry1987[66],,,^ m a i s $,default,https://database.outofpapua.com/records/1921183
Moi-139_ashamed-1,/records/1921282,Moi,139_ashamed,maiyin,maijin,m a i j i n,,Berry1987[75],,,^ m a i j i n $,default,https://database.outofpapua.com/records/1921282
Moi-19_neck-1,/records/1921162,Moi,19_neck,makudu,makudu,m a k u d u,,Berry1987[64],,,^ m a k u d u $,default,https://database.outofpapua.com/records/1921162
Moi-56_jungle-1,/records/1921199,Moi,56_jungle,malakilim,malakilim,m a l a k i l i m,,Berry1987[67],,,^ m a l a k i l i m $,default,https://database.outofpapua.com/records/1921199
Moi-86_we-1,/records/1921229,Moi,86_we,mam,mam,m a m,,Berry1987[70],,,^ m a m $,default,https://database.outofpapua.com/records/1921229
Moi-48_cloud-1,/records/1921191,Moi,48_cloud,mandek,mandek,m a n d e k,,Berry1987[66],,,^ m a n d e k $,default,https://database.outofpapua.com/records/1921191
Moi-93_six-1,/records/1921236,Moi,93_six,matnamele,matnamele,m a t n a m e l e,,Berry1987[71],,,^ m a t n a m e l e $,default,https://database.outofpapua.com/records/1921236
